Date,SPY,QQQ,IWM,TLT,GLD
2017-01-03,193.96810913085938,112.15730285644531,120.3852310180664,91.07781982421875,110.47000122070312
2017-01-04,195.12210083007812,112.76716613769531,122.39283752441406,91.427978515625,110.86000061035156
2017-01-05,194.967041015625,113.4051742553711,120.98043823242188,92.85917663574219,112.58000183105469
2017-01-06,195.66464233398438,114.39974212646484,120.53626251220703,92.00651550292969,111.75
2017-01-09,195.01878356933594,114.77503204345703,119.74563598632812,92.74494934082031,112.66999816894531
2017-01-10,195.01878356933594,115.0283432006836,120.8915786743164,92.6841049194336,113.1500015258789
2017-01-11,195.5698699951172,115.33797454833984,121.10478973388672,92.9962158203125,113.5
2017-01-12,195.07907104492188,115.1596908569336,120.17201232910156,92.79063415527344,113.91000366210938
2017-01-13,195.52682495117188,115.55374908447266,121.0425796508789,92.3490982055664,114.20999908447266
2017-01-17,194.83790588378906,115.20658874511719,119.3991928100586,93.3158950805664,115.8499984741211
2017-01-18,195.26849365234375,115.44116973876953,119.79004669189453,92.12076568603516,114.87000274658203
2017-01-19,194.54515075683594,115.3848648071289,118.81289672851562,91.48889923095703,114.7699966430664
2017-01-20,195.2598876953125,115.63816833496094,119.42582702636719,91.30619049072266,115.05000305175781
2017-01-23,194.7517852783203,115.73201751708984,118.92839050292969,92.21965789794922,115.79000091552734
2017-01-24,196.00051879882812,116.51075744628906,120.74942016601562,91.58785247802734,115.2699966430664
2017-01-25,197.69696044921875,117.68357849121094,121.88652801513672,90.43833923339844,114.31999969482422
2017-01-26,197.4902801513672,117.80552673339844,121.3979263305664,90.74280548095703,113.26000213623047
2017-01-27,197.1802978515625,118.03071594238281,120.98043823242188,91.0701904296875,113.48999786376953
2017-01-30,195.95745849609375,117.11123657226562,119.29257202148438,90.79615020751953,113.97000122070312
2017-01-31,195.9402313232422,116.87667846679688,120.12763977050781,91.427978515625,115.55000305175781
2017-02-01,196.0177001953125,117.68357849121094,120.05656433105469,90.86266326904297,115.19999694824219
2017-02-02,196.14688110351562,117.5803451538086,119.75450897216797,90.82453155517578,115.83999633789062
2017-02-03,197.4989471435547,117.91810607910156,121.58442687988281,90.78636932373047,116.12999725341797
2017-02-06,197.1458740234375,118.058837890625,120.66950988769531,91.33567810058594,117.69999694824219
2017-02-07,197.1544647216797,118.49044799804688,120.136474609375,92.00701904296875,117.45999908447266
2017-02-08,197.41275024414062,118.68748474121094,119.92330932617188,93.25819396972656,118.19000244140625
2017-02-09,198.583984375,119.11903381347656,121.61106872558594,92.18250274658203,117.29000091552734
2017-02-10,199.3676300048828,119.51314544677734,122.53497314453125,92.12908935546875,117.5999984741211
2017-02-13,200.45269775390625,120.18867492675781,122.8547592163086,91.83918762207031,116.80000305175781
2017-02-14,201.2535858154297,120.59209442138672,123.26336669921875,91.17546081542969,116.93000030517578
2017-02-15,202.30413818359375,121.30514526367188,124.00067138671875,90.75584411621094,117.44999694824219
2017-02-16,202.13197326660156,121.26765441894531,123.65420532226562,91.25173950195312,118.08000183105469
2017-02-17,202.45054626464844,121.79305267333984,123.57428741455078,91.79344177246094,117.68000030517578
2017-02-21,203.65621948242188,122.39349365234375,124.54256439208984,91.63321685791016,117.75
2017-02-22,203.4753875732422,122.44043731689453,123.99178314208984,91.7857437133789,117.91000366210938
2017-02-23,203.61314392089844,121.98069763183594,123.25452423095703,92.06043243408203,118.94000244140625
2017-02-24,203.87155151367188,122.21527099609375,123.16567993164062,93.08274841308594,119.69999694824219
2017-02-27,204.1901397705078,122.3653793334961,124.3648681640625,92.533447265625,119.12000274658203
2017-02-28,203.63900756835938,121.9900894165039,122.44610595703125,92.87674713134766,119.2300033569336
2017-03-01,206.4894561767578,123.32239532470703,124.68468475341797,91.32048797607422,119.05999755859375
2017-03-02,205.18905639648438,122.70313262939453,123.25452423095703,90.99177551269531,117.58000183105469
2017-03-03,205.31826782226562,122.92835998535156,123.16567993164062,91.22875213623047,117.51000213623047
2017-03-06,204.7068634033203,122.65623474121094,122.32176971435547,90.79303741455078,116.72000122070312
2017-03-07,204.09539794921875,122.44983673095703,121.52227020263672,90.51783752441406,115.77999877929688
2017-03-08,203.71652221679688,122.66563415527344,120.72273254394531,90.02865600585938,115.05999755859375
2017-03-09,203.97482299804688,122.75943756103516,120.24311065673828,89.31016540527344,114.47000122070312
2017-03-10,204.6896209716797,123.27547454833984,120.77613067626953,89.62355041503906,114.72000122070312
2017-03-13,204.79299926757812,123.48188018798828,121.06036376953125,89.05791473388672,114.73999786376953
